id,name,url
133,上海艾嘉服饰有限公司,ruijiafushi.com
141,亚松电子商务（上海）有限公司,www.aa7a.cn
149,匡威体育用品（中国）有限公司,www.converse.com.cn
150,上海舟到电子商务有限公司,www.china-hlx.com
151,上海宝尊电子商务有限公司,www.samsungshop.com.cn
152,上海颂品网络科技有限公司,www.ipiaoniu.com
153,上海颂品网络科技有限公司,www.piaoniu.com
154,毕加索帕弗洛文具（上海）有限公司,picassogift.com
163,上海易号网络科技有限公司,www.wjyh.com
170,上海翰纳森服饰有限公司,tianxiangsh.tmall.com
174,历峰贸易（上海）有限公司,cn.vancleefarpels.com
176,建彩数码印刷(上海)有限公司,xihuanyin.com
178,上海泽尚网络科技有限公司,www.zeshlife.com
186,上海禾健营养食品股份有限公司,http://hejianbjp.tmall.com/
187,上海棉益纺织品有限公司,棉益屋.com
191,上海掌动医疗科技有限公司,medwant.com
192,上海友行国际贸易有限公司,15300890008.cn
201,爱芙趣商贸（上海）有限公司,www.abercrombie.cn
202,爱芙趣商贸（上海）有限公司,www.Hollisterco.cn
205,希杰希界维（上海）企业管理有限公司,www.cgv.com.cn
214,利惠商业（上海）有限公司,www.levi.com.cn
215,上海速诺服饰有限公司,www.shsunuo.cn
216,上海邮政国际邮购有限公司,www.postbuy.com.cn
219,耐克体育（中国）有限公司上海分公司,www.nikewomen.com.cn
220,耐克体育（中国）有限公司上海分公司,www.nikefree.com.cn
222,耐克体育（中国）有限公司上海分公司,www.nike.com.cn
224,耐克体育（中国）有限公司上海分公司,www.nikewoman.com.cn
230,上海舆兴服装有限公司,www.ruijiafushi.com
234,上海唯浩服饰有限公司,www.miubei.com
250,历峰贸易（上海）有限公司,www.montblanc.cn
252,盖璞（上海）商业有限公司,oldnavy.gap.cn
259,上海领秀电子商务有限公司,www.iluxday.com
262,上海飞贺实业有限公司,fhqcyp.tmall.com/
266,上海越世贸易有限公司,shop62575816.taobao.com
275,上海欧蓝国际贸易有限公司,www.oblu.cn
283,欧莱雅（中国）有限公司,www.allaboutbeauty.com
284,欧莱雅（中国）有限公司,www.biotherm.com.cn
286,澜城商贸（上海）有限公司,www.laredoute.cn
288,希思黎（上海）化妆品商贸有限公司,www.sisley.com.cn
309,上海云景化工有限公司,www.cloudscapechem.com.cn
312,上海丽都清洁设备销售有限公司,shld002.b2b.hc360.com
313,欧莱雅（中国）有限公司,www.lancome.com.cn
314,欧莱雅（中国）有限公司,giorgioarmanibeauty.luxurybeauty.com
315,欧莱雅（中国）有限公司,lancome.luxurybeauty.com
317,上海普茶客电子商务有限公司,www.puchake.com
320,上海一嗨汽车租赁有限公司,www.1hai.cn
341,上海洋码头网络技术有限公司,www.ymatou.com
344,盖璞（上海）商业有限公司,www.gap.cn
345,上海芊墨化妆品有限公司,www.qianmoshop.com
347,耐克体育（中国）有限公司上海分公司,www.nikeair.com.cn
362,上海颖文经贸有限公司,www.paulaschoice.hk
364,上海普茶客电子商务有限公司,www.puchake.com
368,慧讯光学商贸（上海）有限公司,www.telefieldvision.com.cn
379,上海蓝色畅想网络科技有限公司,www.jewelvary.com
380,上海印克电子商务有限公司,www.incake.net
381,上海印克电子商务有限公司,www.incake.com.cn
384,上海坤玛机电有限公司,www.comeon365.com
388,慧讯光学商贸（上海）有限公司,www.telefieldvision.com
389,希思黎（上海）化妆品商贸有限公司,www.sisley.com.cn
395,上海明庭贸易有限公司,www.easeeyes.com
